kwh_credit_primary_key,satellite,bill_start,bill_end,kwh_credit_applied,kwh_credit_applied_value,kwh_credit_type,production_period,customer,identifier,discount,kwh_credit_primary_key_unique_check,entry
10044002136_43764_43795_43789_credits_000001,10044002136,10/26/2019,11/26/2019,960,-76.85,credits,11/20/2019,CUST-00674,10044002136_43764_43795_43789_credits,10.00%,1,2354
10044894227_43764_43795_43789_credits_000001,10044894227,10/26/2019,11/26/2019,422,-33.83,credits,11/20/2019,CUST-00581,10044894227_43764_43795_43789_credits,10.00%,1,2355
10046366885_43764_43795_43789_credits_000001,10046366885,10/26/2019,11/26/2019,206,-17.46,credits,11/20/2019,CUST-00703,10046366885_43764_43795_43789_credits,10.00%,1,2356
10046718481_43764_43795_43789_credits_000001,10046718481,10/26/2019,11/26/2019,50,-4.05,credits,11/20/2019,CUST-00756,10046718481_43764_43795_43789_credits,10.00%,1,2357
10048486129_43764_43795_43789_credits_000001,10048486129,10/26/2019,11/26/2019,117,-9.92,credits,11/20/2019,CUST-00675,10048486129_43764_43795_43789_credits,10.00%,1,2358
10012141999_43764_43796_43789_credits_000001,10012141999,10/26/2019,11/27/2019,323,-27.42,credits,11/20/2019,CUST-00724,10012141999_43764_43796_43789_credits,10.00%,1,2359
10012273792_43764_43796_43789_credits_000001,10012273792,10/26/2019,11/27/2019,697,-59.14,credits,11/20/2019,CUST-00570,10012273792_43764_43796_43789_credits,10.00%,1,2360
10048375504_43764_43796_43789_credits_000001,10048375504,10/26/2019,11/27/2019,153,-12.99,credits,11/20/2019,CUST-00698,10048375504_43764_43796_43789_credits,10.00%,1,2361
10033512509_43767_43794_43789_credits_000001,10033512509,10/29/2019,11/25/2019,1529,-129.67,credits,11/20/2019,CUST-00595,10033512509_43767_43794_43789_credits,10.00%,1,2362
10039410674_43767_43794_43789_credits_000001,10039410674,10/29/2019,11/25/2019,1,-0.08,credits,11/20/2019,CUST-00562,10039410674_43767_43794_43789_credits,10.00%,1,2363
10013768329_43767_43795_43789_credits_000001,10013768329,10/29/2019,11/26/2019,878,-74.47,credits,11/20/2019,CUST-00545,10013768329_43767_43795_43789_credits,10.00%,1,2364
10013768337_43767_43795_43789_credits_000001,10013768337,10/29/2019,11/26/2019,175,-14.84,credits,11/20/2019,CUST-00545,10013768337_43767_43795_43789_credits,10.00%,1,2365
10013635148_43767_43796_43789_credits_000001,10013635148,10/29/2019,11/27/2019,807,-65.26,credits,11/20/2019,CUST-00543,10013635148_43767_43796_43789_credits,10.00%,1,2366
10013962898_43767_43796_43789_credits_000001,10013962898,10/29/2019,11/27/2019,180,-15.27,credits,11/20/2019,CUST-00787,10013962898_43767_43796_43789_credits,10.00%,1,2367
10010423795_43659_43687_43789_reversals_000001,10010423795,7/13/2019,8/10/2019,163,-15.28,reversals,11/20/2019,CUST-00487,10010423795_43659_43687_43789_reversals,10.00%,1,2368
10010423795_43688_43721_43789_reversals_000001,10010423795,8/11/2019,9/13/2019,1580,-133.3,reversals,11/20/2019,CUST-00487,10010423795_43688_43721_43789_reversals,10.00%,1,2369
10035206738_43693_43726_43789_reversals_000001,10035206738,8/16/2019,9/18/2019,448,-37.64,reversals,11/20/2019,CUST-00651,10035206738_43693_43726_43789_reversals,10.00%,1,2370
10032531930_43701_43734_43789_reversals_000001,10032531930,8/24/2019,9/26/2019,77,-6.43,reversals,11/20/2019,CUST-00577,10032531930_43701_43734_43789_reversals,10.00%,1,2371
10011744165_43704_43733_43789_reversals_000001,10011744165,8/27/2019,9/25/2019,515,-82,reversals,11/20/2019,CUST-00585,10011744165_43704_43733_43789_reversals,10.00%,1,2372
10041085233_43704_43733_43789_reversals_000001,10041085233,8/27/2019,9/25/2019,787,-66.27,reversals,11/20/2019,CUST-00596,10041085233_43704_43733_43789_reversals,10.00%,1,2373
10017241497_43707_43735_43789_reversals_000001,10017241497,8/30/2019,9/27/2019,332,-26.77,reversals,11/20/2019,CUST-00547,10017241497_43707_43735_43789_reversals,10.00%,1,2374
10043821809_43712_43741_43789_reversals_000001,10043821809,9/4/2019,10/3/2019,962,-81.33,reversals,11/20/2019,CUST-00444,10043821809_43712_43741_43789_reversals,10.00%,1,2375
10010423795_43722_43750_43789_reversals_000001,10010423795,9/14/2019,10/12/2019,34,-2.9,reversals,11/20/2019,CUST-00487,10010423795_43722_43750_43789_reversals,10.00%,1,2376
10035206738_43727_43753_43789_reversals_000001,10035206738,9/19/2019,10/15/2019,441,-37.87,reversals,11/20/2019,CUST-00651,10035206738_43727_43753_43789_reversals,10.00%,1,2377
10024884511_43729_43761_43789_reversals_000001,10024884511,9/21/2019,10/23/2019,1630,-131.5,reversals,11/20/2019,CUST-00731,10024884511_43729_43761_43789_reversals,10.00%,1,2378
10017263772_43732_43761_43789_reversals_000001,10017263772,9/24/2019,10/23/2019,824,-67.09,reversals,11/20/2019,CUST-00602,10017263772_43732_43761_43789_reversals,10.00%,1,2379
10029930319_43733_43761_43789_reversals_000001,10029930319,9/25/2019,10/23/2019,2,-0.17,reversals,11/20/2019,CUST-00448,10029930319_43733_43761_43789_reversals,10.00%,1,2380
10011744165_43734_43762_43789_reversals_000001,10011744165,9/26/2019,10/24/2019,454,-39.42,reversals,11/20/2019,CUST-00585,10011744165_43734_43762_43789_reversals,10.00%,1,2381
10041085233_43734_43762_43789_reversals_000001,10041085233,9/26/2019,10/24/2019,892,-77.49,reversals,11/20/2019,CUST-00596,10041085233_43734_43762_43789_reversals,10.00%,1,2382
10032531930_43735_43762_43789_reversals_000001,10032531930,9/27/2019,10/24/2019,61,-5.31,reversals,11/20/2019,CUST-00577,10032531930_43735_43762_43789_reversals,10.00%,1,2383
10017241497_43736_43767_43789_reversals_000001,10017241497,9/28/2019,10/29/2019,359,-29.11,reversals,11/20/2019,CUST-00547,10017241497_43736_43767_43789_reversals,10.00%,1,2384
10018133768_43749_43775_43789_reversals_000001,10018133768,10/11/2019,11/6/2019,587,-50.88,reversals,11/20/2019,CUST-00458,10018133768_43749_43775_43789_reversals,10.00%,1,2385
10029462610_43423_43817_43819_credits_000001,10029462610,11/19/2018,12/18/2019,1725,-148.88,credits,12/20/2019,CUST-00649,10029462610_43423_43817_43819_credits,10.00%,1,2386
10016690165_43733_43761_43819_credits_000001,10016690165,9/25/2019,10/23/2019,247,-21.32,credits,12/20/2019,CUST-00599,10016690165_43733_43761_43819_credits,10.00%,1,2387
10015931552_43736_43802_43819_credits_000001,10015931552,9/28/2019,12/3/2019,11509,-394.51,credits,12/20/2019,CUST-00701,10015931552_43736_43802_43819_credits,10.00%,1,2388
10016119090_43739_43768_43819_credits_000001,10016119090,10/1/2019,10/30/2019, -   ,0,credits,12/20/2019,CUST-00539,10016119090_43739_43768_43819_credits,10.00%,1,2389
10044681038_43741_43773_43819_credits_000001,10044681038,10/3/2019,11/4/2019,228,-19.85,credits,12/20/2019,CUST-00445,10044681038_43741_43773_43819_credits,10.00%,1,2390
10017000463_43749_43781_43819_credits_000001,10017000463,10/11/2019,11/12/2019,65,-5.6,credits,12/20/2019,CUST-00418,10017000463_43749_43781_43819_credits,10.00%,1,2391
10016082389_43753_43784_43819_credits_000001,10016082389,10/15/2019,11/15/2019,957,-82.43,credits,12/20/2019,CUST-00527,10016082389_43753_43784_43819_credits,10.00%,1,2392
10018947878_43754_43783_43819_credits_000001,10018947878,10/16/2019,11/14/2019,144,-12.39,credits,12/20/2019,CUST-00517,10018947878_43754_43783_43819_credits,10.00%,1,2393
10010809886_43756_43788_43819_credits_000001,10010809886,10/18/2019,11/19/2019,359,-28.43,credits,12/20/2019,CUST-00765,10010809886_43756_43788_43819_credits,10.00%,1,2394
10044870060_43756_43784_43819_credits_000001,10044870060,10/18/2019,11/15/2019,604,-47,credits,12/20/2019,CUST-00708,10044870060_43756_43784_43819_credits,10.00%,1,2395
10018625318_43760_43791_43819_credits_000001,10018625318,10/22/2019,11/22/2019, -   ,0,credits,12/20/2019,CUST-00483,10018625318_43760_43791_43819_credits,10.00%,1,2396
10046552484_43761_43794_43819_credits_000001,10046552484,10/23/2019,11/25/2019,1,-0.09,credits,12/20/2019,CUST-00725,10046552484_43761_43794_43819_credits,10.00%,1,2397
10048647993_43762_43795_43819_credits_000001,10048647993,10/24/2019,11/26/2019, -   ,0,credits,12/20/2019,CUST-00715,10048647993_43762_43795_43819_credits,10.00%,1,2398
10011743407_43762_43794_43819_credits_000001,10011743407,10/24/2019,11/25/2019,317,-26.97,credits,12/20/2019,CUST-00584,10011743407_43762_43794_43819_credits,10.00%,1,2399
10011800140_43762_43794_43819_credits_000001,10011800140,10/24/2019,11/25/2019,2821,-227.08,credits,12/20/2019,CUST-00586,10011800140_43762_43794_43819_credits,10.00%,1,2400
10011800140_43762_43794_43819_credits_000002,10011800140,10/24/2019,11/25/2019,2999,-237.04,credits,12/20/2019,CUST-00586,10011800140_43762_43794_43819_credits,10.00%,2,2401
10011800140_43762_43794_43819_credits_000003,10011800140,10/24/2019,11/25/2019,1050,-84.48,credits,12/20/2019,CUST-00586,10011800140_43762_43794_43819_credits,10.00%,3,2402
10014192107_43762_43795_43819_credits_000001,10014192107,10/24/2019,11/26/2019,441,-37.52,credits,12/20/2019,CUST-00573,10014192107_43762_43795_43819_credits,10.00%,1,2403
10014786445_43762_43795_43819_credits_000001,10014786445,10/24/2019,11/26/2019,1115,-94.86,credits,12/20/2019,CUST-00576,10014786445_43762_43795_43819_credits,10.00%,1,2404
10016690165_43762_43790_43819_credits_000001,10016690165,10/24/2019,11/21/2019,250,-21.34,credits,12/20/2019,CUST-00599,10016690165_43762_43790_43819_credits,10.00%,1,2405
10042972025_43762_43795_43819_credits_000001,10042972025,10/24/2019,11/26/2019,316,-26.88,credits,12/20/2019,CUST-00732,10042972025_43762_43795_43819_credits,10.00%,1,2406
10042999846_43762_43795_43819_credits_000001,10042999846,10/24/2019,11/26/2019,180,-15.31,credits,12/20/2019,CUST-00677,10042999846_43762_43795_43819_credits,10.00%,1,2407
10044292224_43762_43795_43819_credits_000001,10044292224,10/24/2019,11/26/2019,589,-50.12,credits,12/20/2019,CUST-00580,10044292224_43762_43795_43819_credits,10.00%,1,2408
10046593496_43762_43795_43819_credits_000001,10046593496,10/24/2019,11/26/2019,255,-21.71,credits,12/20/2019,CUST-00758,10046593496_43762_43795_43819_credits,10.00%,1,2409
10048599228_43762_43795_43819_credits_000001,10048599228,10/24/2019,11/26/2019,198,-16.84,credits,12/20/2019,0,10048599228_43762_43795_43819_credits,10.00%,1,2410
10017304477_43763_43796_43819_credits_000001,10017304477,10/25/2019,11/27/2019, -   ,0,credits,12/20/2019,CUST-00557,10017304477_43763_43796_43819_credits,10.00%,1,2411
10011561866_43763_43794_43819_credits_000001,10011561866,10/25/2019,11/25/2019,1092,-92.16,credits,12/20/2019,CUST-00582,10011561866_43763_43794_43819_credits,10.00%,1,2412
10011744165_43763_43794_43819_credits_000001,10011744165,10/25/2019,11/25/2019,672,-57.1,credits,12/20/2019,CUST-00585,10011744165_43763_43794_43819_credits,10.00%,1,2413
10017244442_43763_43796_43819_credits_000001,10017244442,10/25/2019,11/27/2019,1669,-141.81,credits,12/20/2019,CUST-00549,10017244442_43763_43796_43819_credits,10.00%,1,2414
10017300129_43763_43796_43819_credits_000001,10017300129,10/25/2019,11/27/2019,364,-30.93,credits,12/20/2019,CUST-00550,10017300129_43763_43796_43819_credits,10.00%,1,2415
10017300384_43763_43796_43819_credits_000001,10017300384,10/25/2019,11/27/2019,2584,-203.02,credits,12/20/2019,CUST-00551,10017300384_43763_43796_43819_credits,10.00%,1,2416
10017300558_43763_43796_43819_credits_000001,10017300558,10/25/2019,11/27/2019,885,-71.73,credits,12/20/2019,CUST-00552,10017300558_43763_43796_43819_credits,10.00%,1,2417
10017300566_43763_43826_43819_credits_000001,10017300566,10/25/2019,12/27/2019,1622,-67.2,credits,12/20/2019,CUST-00552,10017300566_43763_43826_43819_credits,10.00%,1,2418
10017300574_43763_43796_43819_credits_000001,10017300574,10/25/2019,11/27/2019,402,-32.29,credits,12/20/2019,CUST-00553,10017300574_43763_43796_43819_credits,10.00%,1,2419
10017303461_43763_43796_43819_credits_000001,10017303461,10/25/2019,11/27/2019,1124,-89.42,credits,12/20/2019,CUST-00554,10017303461_43763_43796_43819_credits,10.00%,1,2420
10017304246_43763_43796_43819_credits_000001,10017304246,10/25/2019,11/27/2019,673,-57.2,credits,12/20/2019,CUST-00555,10017304246_43763_43796_43819_credits,10.00%,1,2421
10017304469_43763_43800_43819_credits_000001,10017304469,10/25/2019,12/1/2019,890,-75.46,credits,12/20/2019,CUST-00556,10017304469_43763_43800_43819_credits,10.00%,1,2422
10018960327_43763_43794_43819_credits_000001,10018960327,10/25/2019,11/25/2019,772,-65.62,credits,12/20/2019,CUST-00589,10018960327_43763_43794_43819_credits,10.00%,1,2423
10028107703_43763_43802_43819_credits_000001,10028107703,10/25/2019,12/3/2019,117,-9.92,credits,12/20/2019,CUST-00669,10028107703_43763_43802_43819_credits,10.00%,1,2424
10036616364_43763_43795_43819_credits_000001,10036616364,10/25/2019,11/26/2019,860,-73.08,credits,12/20/2019,CUST-00560,10036616364_43763_43795_43819_credits,10.00%,1,2425
10048545254_43763_43796_43819_credits_000001,10048545254,10/25/2019,11/27/2019,515,-40.84,credits,12/20/2019,CUST-00778,10048545254_43763_43796_43819_credits,10.00%,1,2426
10012271044_43764_43795_43819_credits_000001,10012271044,10/26/2019,11/26/2019,515,-43.68,credits,12/20/2019,CUST-00569,10012271044_43764_43795_43819_credits,10.00%,1,2427
10017242354_43764_43800_43819_credits_000001,10017242354,10/26/2019,12/1/2019,1228,-96.32,credits,12/20/2019,CUST-00548,10017242354_43764_43800_43819_credits,10.00%,1,2428
10017486662_43764_43796_43819_credits_000001,10017486662,10/26/2019,11/27/2019,609,-51.66,credits,12/20/2019,CUST-00672,10017486662_43764_43796_43819_credits,10.00%,1,2429
10034054360_43764_43801_43819_credits_000001,10034054360,10/26/2019,12/2/2019,16,-1.26,credits,12/20/2019,CUST-00718,10034054360_43764_43801_43819_credits,10.00%,1,2430
10034469147_43764_43795_43819_credits_000001,10034469147,10/26/2019,11/26/2019,176,-14.92,credits,12/20/2019,CUST-00578,10034469147_43764_43795_43819_credits,10.00%,1,2431
10036613296_43764_43795_43819_credits_000001,10036613296,10/26/2019,11/26/2019,90,-7.63,credits,12/20/2019,CUST-00579,10036613296_43764_43795_43819_credits,10.00%,1,2432
10042183227_43764_43796_43819_credits_000001,10042183227,10/26/2019,11/27/2019,3902,-331.07,credits,12/20/2019,CUST-00566,10042183227_43764_43796_43819_credits,10.00%,1,2433
10042183938_43764_43796_43819_credits_000001,10042183938,10/26/2019,11/27/2019,134,-11.36,credits,12/20/2019,CUST-00566,10042183938_43764_43796_43819_credits,10.00%,1,2434
10042462035_43764_43795_43819_credits_000001,10042462035,10/26/2019,11/26/2019,596,-50.57,credits,12/20/2019,CUST-00691,10042462035_43764_43795_43819_credits,10.00%,1,2435
10046368063_43764_43796_43819_credits_000001,10046368063,10/26/2019,11/27/2019,2192,-185.98,credits,12/20/2019,CUST-00567,10046368063_43764_43796_43819_credits,10.00%,1,2436
10046547013_43764_43796_43819_credits_000001,10046547013,10/26/2019,11/27/2019,596,-50.57,credits,12/20/2019,CUST-00671,10046547013_43764_43796_43819_credits,10.00%,1,2437
10014451826_43765_43795_43819_credits_000001,10014451826,10/27/2019,11/26/2019,1405,-119.25,credits,12/20/2019,CUST-00574,10014451826_43765_43795_43819_credits,10.00%,1,2438
10012530902_43766_43798_43819_credits_000001,10012530902,10/28/2019,11/29/2019,1139,-96.7,credits,12/20/2019,CUST-00712,10012530902_43766_43798_43819_credits,10.00%,1,2439
10038296728_43767_43802_43819_credits_000001,10038296728,10/29/2019,12/3/2019, -   ,0,credits,12/20/2019,CUST-00561,10038296728_43767_43802_43819_credits,10.00%,1,2440
10010942430_43767_43799_43819_credits_000001,10010942430,10/29/2019,11/30/2019,3113,-244.64,credits,12/20/2019,CUST-00534,10010942430_43767_43799_43819_credits,10.00%,1,2441
10013569107_43767_43802_43819_credits_000001,10013569107,10/29/2019,12/3/2019,257,-21.77,credits,12/20/2019,CUST-00684,10013569107_43767_43802_43819_credits,10.00%,1,2442
10013763940_43767_43795_43819_credits_000001,10013763940,10/29/2019,11/26/2019,281,-23.84,credits,12/20/2019,CUST-00544,10013763940_43767_43795_43819_credits,10.00%,1,2443
10014583354_43767_43795_43819_credits_000001,10014583354,10/29/2019,11/26/2019,728,-57.76,credits,12/20/2019,CUST-00575,10014583354_43767_43795_43819_credits,10.00%,1,2444
10016957150_43767_43796_43819_credits_000001,10016957150,10/29/2019,11/27/2019,466,-39.53,credits,12/20/2019,CUST-00741,10016957150_43767_43796_43819_credits,10.00%,1,2445
10031377012_43767_43796_43819_credits_000001,10031377012,10/29/2019,11/27/2019,1147,-97.28,credits,12/20/2019,CUST-00558,10031377012_43767_43796_43819_credits,10.00%,1,2446
10032738493_43767_43795_43819_credits_000001,10032738493,10/29/2019,11/26/2019,633,-53.69,credits,12/20/2019,CUST-00559,10032738493_43767_43795_43819_credits,10.00%,1,2447
10035641462_43767_43801_43819_credits_000001,10035641462,10/29/2019,12/2/2019,493,-41.75,credits,12/20/2019,CUST-00489,10035641462_43767_43801_43819_credits,10.00%,1,2448
10039817548_43767_43802_43819_credits_000001,10039817548,10/29/2019,12/3/2019,879,-74.44,credits,12/20/2019,CUST-00563,10039817548_43767_43802_43819_credits,10.00%,1,2449
10039859102_43767_43796_43819_credits_000001,10039859102,10/29/2019,11/27/2019,1199,-96.96,credits,12/20/2019,CUST-00564,10039859102_43767_43796_43819_credits,10.00%,1,2450
10041458703_43767_43801_43819_credits_000001,10041458703,10/29/2019,12/2/2019,705,-56.82,credits,12/20/2019,CUST-00789,10041458703_43767_43801_43819_credits,10.00%,1,2451
10041806182_43767_43802_43819_credits_000001,10041806182,10/29/2019,12/3/2019,739,-62.59,credits,12/20/2019,CUST-00565,10041806182_43767_43802_43819_credits,10.00%,1,2452
10044782760_43767_43802_43819_credits_000001,10044782760,10/29/2019,12/3/2019,436,-36.94,credits,12/20/2019,CUST-00739,10044782760_43767_43802_43819_credits,10.00%,1,2453
10013669683_43768_43802_43819_credits_000001,10013669683,10/30/2019,12/3/2019,306,-25.88,credits,12/20/2019,CUST-00405,10013669683_43768_43802_43819_credits,10.00%,1,2454
10015967671_43768_43802_43819_credits_000001,10015967671,10/30/2019,12/3/2019,859,-72.68,credits,12/20/2019,CUST-00411,10015967671_43768_43802_43819_credits,10.00%,1,2455
10015967671_43768_43802_43819_credits_000002,10015967671,10/30/2019,12/3/2019,1975,-167,credits,12/20/2019,CUST-00411,10015967671_43768_43802_43819_credits,10.00%,2,2456
10017182733_43768_43796_43819_credits_000001,10017182733,10/30/2019,11/27/2019,299,-25.31,credits,12/20/2019,CUST-00746,10017182733_43768_43796_43819_credits,10.00%,1,2457
10017183756_43768_43796_43819_credits_000001,10017183756,10/30/2019,11/27/2019,857,-72.56,credits,12/20/2019,CUST-00546,10017183756_43768_43796_43819_credits,10.00%,1,2458
10017241497_43768_43796_43819_credits_000001,10017241497,10/30/2019,11/27/2019,551,-43.4,credits,12/20/2019,CUST-00547,10017241497_43768_43796_43819_credits,10.00%,1,2459
10017241497_43768_43796_43819_credits_000002,10017241497,10/30/2019,11/27/2019,219,-17.21,credits,12/20/2019,CUST-00547,10017241497_43768_43796_43819_credits,10.00%,2,2460
10017241497_43768_43796_43819_credits_000003,10017241497,10/30/2019,11/27/2019,1112,-87.78,credits,12/20/2019,CUST-00547,10017241497_43768_43796_43819_credits,10.00%,3,2461
10036674280_43768_43796_43819_credits_000001,10036674280,10/30/2019,11/27/2019,331,-28.04,credits,12/20/2019,CUST-00546,10036674280_43768_43796_43819_credits,10.00%,1,2462
10041342618_43768_43801_43819_credits_000001,10041342618,10/30/2019,12/2/2019,2895,-233.15,credits,12/20/2019,CUST-00541,10041342618_43768_43801_43819_credits,10.00%,1,2463
10042779958_43768_43801_43819_credits_000001,10042779958,10/30/2019,12/2/2019,422,-35.67,credits,12/20/2019,CUST-00710,10042779958_43768_43801_43819_credits,10.00%,1,2464
10043242782_43768_43796_43819_credits_000001,10043242782,10/30/2019,11/27/2019,356,-30.14,credits,12/20/2019,CUST-00666,10043242782_43768_43796_43819_credits,10.00%,1,2465
10045474722_43768_43801_43819_credits_000001,10045474722,10/30/2019,12/2/2019,1382,-116.83,credits,12/20/2019,CUST-00748,10045474722_43768_43801_43819_credits,10.00%,1,2466
10013730535_43769_43802_43819_credits_000001,10013730535,10/31/2019,12/3/2019,778,-65.71,credits,12/20/2019,CUST-00406,10013730535_43769_43802_43819_credits,10.00%,1,2467
10013730741_43769_43802_43819_credits_000001,10013730741,10/31/2019,12/3/2019,757,-63.94,credits,12/20/2019,CUST-00407,10013730741_43769_43802_43819_credits,10.00%,1,2468
10015260416_43769_43796_43819_credits_000001,10015260416,10/31/2019,11/27/2019,300,-25.37,credits,12/20/2019,CUST-00535,10015260416_43769_43796_43819_credits,10.00%,1,2469
10015261810_43769_43802_43819_credits_000001,10015261810,10/31/2019,12/3/2019,2088,-163.76,credits,12/20/2019,CUST-00536,10015261810_43769_43802_43819_credits,10.00%,1,2470
10015262131_43769_43802_43819_credits_000001,10015262131,10/31/2019,12/3/2019,220,-18.61,credits,12/20/2019,CUST-00537,10015262131_43769_43802_43819_credits,10.00%,1,2471
10016118993_43769_43802_43819_credits_000001,10016118993,10/31/2019,12/3/2019,441,-37.24,credits,12/20/2019,CUST-00445,10016118993_43769_43802_43819_credits,10.00%,1,2472
10016119090_43769_43802_43819_credits_000001,10016119090,10/31/2019,12/3/2019, -   ,0,credits,12/20/2019,CUST-00539,10016119090_43769_43802_43819_credits,10.00%,1,2473
10016536178_43769_43803_43819_credits_000001,10016536178,10/31/2019,12/4/2019,807,-68.19,credits,12/20/2019,CUST-00750,10016536178_43769_43803_43819_credits,10.00%,1,2474
10016536228_43769_43801_43819_credits_000001,10016536228,10/31/2019,12/2/2019,235,-19.83,credits,12/20/2019,CUST-00424,10016536228_43769_43801_43819_credits,10.00%,1,2475
10028818606_43769_43802_43819_credits_000001,10028818606,10/31/2019,12/3/2019,570,-44.56,credits,12/20/2019,CUST-00415,10028818606_43769_43802_43819_credits,10.00%,1,2476
10030263858_43769_43802_43819_credits_000001,10030263858,10/31/2019,12/3/2019,1152,-97.3,credits,12/20/2019,CUST-00416,10030263858_43769_43802_43819_credits,10.00%,1,2477
10030518137_43769_43802_43819_credits_000001,10030518137,10/31/2019,12/3/2019,1,-0.08,credits,12/20/2019,CUST-00714,10030518137_43769_43802_43819_credits,10.00%,1,2478
10033130427_43769_43802_43819_credits_000001,10033130427,10/31/2019,12/3/2019,183,-13.98,credits,12/20/2019,CUST-00706,10033130427_43769_43802_43819_credits,10.00%,1,2479
10037017943_43769_43802_43819_credits_000001,10037017943,10/31/2019,12/3/2019,1460,-112.64,credits,12/20/2019,CUST-00540,10037017943_43769_43802_43819_credits,10.00%,1,2480
10039513394_43769_43801_43819_credits_000001,10039513394,10/31/2019,12/2/2019,758,-63.99,credits,12/20/2019,CUST-00693,10039513394_43769_43801_43819_credits,10.00%,1,2481
10042864925_43769_43803_43819_credits_000001,10042864925,10/31/2019,12/4/2019,267,-22.55,credits,12/20/2019,CUST-00695,10042864925_43769_43803_43819_credits,10.00%,1,2482
10044300514_43769_43796_43819_credits_000001,10044300514,10/31/2019,11/27/2019,368,-31.1,credits,12/20/2019,CUST-00745,10044300514_43769_43796_43819_credits,10.00%,1,2483
10046417613_43769_43801_43819_credits_000001,10046417613,10/31/2019,12/2/2019,844,-71.24,credits,12/20/2019,CUST-00542,10046417613_43769_43801_43819_credits,10.00%,1,2484
10048456742_43769_43801_43819_credits_000001,10048456742,10/31/2019,12/2/2019,175,-14.75,credits,12/20/2019,CUST-00445,10048456742_43769_43801_43819_credits,10.00%,1,2485
10010755170_43770_43801_43819_credits_000001,10010755170,11/1/2019,12/2/2019,1,-0.08,credits,12/20/2019,CUST-00755,10010755170_43770_43801_43819_credits,10.00%,1,2486
10013338529_43770_43802_43819_credits_000001,10013338529,11/1/2019,12/3/2019,274,-23.11,credits,12/20/2019,CUST-00401,10013338529_43770_43802_43819_credits,10.00%,1,2487
10013406292_43770_43802_43819_credits_000001,10013406292,11/1/2019,12/3/2019,2378,-200.53,credits,12/20/2019,CUST-00402,10013406292_43770_43802_43819_credits,10.00%,1,2488
10013409726_43770_43801_43819_credits_000001,10013409726,11/1/2019,12/2/2019,95,-8,credits,12/20/2019,CUST-00403,10013409726_43770_43801_43819_credits,10.00%,1,2489
10013466403_43770_43802_43819_credits_000001,10013466403,11/1/2019,12/3/2019,273,-23.02,credits,12/20/2019,CUST-00404,10013466403_43770_43802_43819_credits,10.00%,1,2490
10014050719_43770_43802_43819_credits_000001,10014050719,11/1/2019,12/3/2019,2650,-205.61,credits,12/20/2019,CUST-00409,10014050719_43770_43802_43819_credits,10.00%,1,2491
10015724940_43770_43804_43819_credits_000001,10015724940,11/1/2019,12/5/2019,224,-18.93,credits,12/20/2019,CUST-00410,10015724940_43770_43804_43819_credits,10.00%,1,2492
10016042458_43770_43803_43819_credits_000001,10016042458,11/1/2019,12/4/2019,77,-6.5,credits,12/20/2019,CUST-00412,10016042458_43770_43803_43819_credits,10.00%,1,2493
10016042599_43770_43803_43819_credits_000001,10016042599,11/1/2019,12/4/2019,774,-65.31,credits,12/20/2019,CUST-00413,10016042599_43770_43803_43819_credits,10.00%,1,2494
10016044272_43770_43803_43819_credits_000001,10016044272,11/1/2019,12/4/2019,444,-37.46,credits,12/20/2019,CUST-00414,10016044272_43770_43803_43819_credits,10.00%,1,2495
10016116690_43770_43802_43819_credits_000001,10016116690,11/1/2019,12/3/2019,338,-28.5,credits,12/20/2019,CUST-00538,10016116690_43770_43802_43819_credits,10.00%,1,2496
10016539461_43770_43803_43819_credits_000001,10016539461,11/1/2019,12/4/2019,745,-58.22,credits,12/20/2019,CUST-00425,10016539461_43770_43803_43819_credits,10.00%,1,2497
10017020933_43770_43803_43819_credits_000001,10017020933,11/1/2019,12/4/2019,567,-47.84,credits,12/20/2019,CUST-00426,10017020933_43770_43803_43819_credits,10.00%,1,2498
10018677384_43770_43802_43819_credits_000001,10018677384,11/1/2019,12/3/2019,250,-21.09,credits,12/20/2019,CUST-00428,10018677384_43770_43802_43819_credits,10.00%,1,2499
10032762154_43770_43802_43819_credits_000001,10032762154,11/1/2019,12/3/2019,414,-34.91,credits,12/20/2019,CUST-00682,10032762154_43770_43802_43819_credits,10.00%,1,2500
10033807925_43770_43802_43819_credits_000001,10033807925,11/1/2019,12/3/2019,230,-19.39,credits,12/20/2019,CUST-00417,10033807925_43770_43802_43819_credits,10.00%,1,2501
10034487305_43770_43804_43819_credits_000001,10034487305,11/1/2019,12/5/2019,240,-20.26,credits,12/20/2019,CUST-00439,10034487305_43770_43804_43819_credits,10.00%,1,2502
10037053864_43770_43802_43819_credits_000001,10037053864,11/1/2019,12/3/2019,409,-34.49,credits,12/20/2019,CUST-00418,10037053864_43770_43802_43819_credits,10.00%,1,2503
10041041798_43770_43808_43819_credits_000001,10041041798,11/1/2019,12/9/2019,2223,-187.61,credits,12/20/2019,CUST-00443,10041041798_43770_43808_43819_credits,10.00%,1,2504
10041382036_43770_43802_43819_credits_000001,10041382036,11/1/2019,12/3/2019,165,-13.92,credits,12/20/2019,CUST-00682,10041382036_43770_43802_43819_credits,10.00%,1,2505
10042630458_43770_43802_43819_credits_000001,10042630458,11/1/2019,12/3/2019,598,-50.43,credits,12/20/2019,CUST-00676,10042630458_43770_43802_43819_credits,10.00%,1,2506
